username_attempted,password_attempted,ip_address,timestamp,browser,user_agent,session_id,login_status,label
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:55.521705,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user49,dummy_pw,192.168.1.63,2025-01-01 15:14:02.000000,Safari,Mozilla/5.0 (Safari),613fb309b0d34084,success,normal
user25,dummy_pw,192.168.1.173,2025-01-01 15:14:27.000000,Edge,Mozilla/5.0 (Safari),03f5f669a5554d6a,failed,normal
user18,dummy_pw,192.168.1.101,2025-01-01 15:20:13.000000,Safari,Mozilla/5.0 (Edge),ba37ebea16fb41e7,success,normal
user34,dummy_pw,192.168.1.234,2025-01-01 15:33:47.000000,Edge,Mozilla/5.0 (Edge),47a711ff219d4483,success,normal
user131,dummy_pw,192.168.1.103,2025-01-01 15:35:38.000000,Edge,Mozilla/5.0 (Chrome),2a052d2d2e3642b6,success,normal
user68,dummy_pw,192.168.1.166,2025-01-01 15:38:10.000000,Safari,Mozilla/5.0 (Firefox),1b88663203414217,success,normal
user8,dummy_pw,192.168.1.193,2025-01-01 15:40:53.000000,Firefox,Mozilla/5.0 (Safari),d5133130c19e4f75,success,normal
user142,dummy_pw,192.168.1.154,2025-01-01 15:46:36.000000,Edge,Mozilla/5.0 (Safari),cbc6862f715845d4,success,normal
user22,dummy_pw,192.168.1.112,2025-01-01 15:47:19.000000,Chrome,Mozilla/5.0 (Edge),64cd741a43624b88,success,normal
user71,dummy_pw,192.168.1.169,2025-01-01 15:47:48.000000,Edge,Mozilla/5.0 (Edge),9fcf2b5fd92a47d7,success,normal
user49,dummy_pw,192.168.1.26,2025-01-01 15:52:06.000000,Safari,Mozilla/5.0 (Edge),4a894785bc2d4d92,success,normal
user30,dummy_pw,192.168.1.219,2025-01-01 15:55:03.000000,Chrome,Mozilla/5.0 (Chrome),6c7ea7dc45fd464f,success,normal
user30,dummy_pw,192.168.1.196,2025-01-01 16:05:42.000000,Firefox,Mozilla/5.0 (Chrome),d2740a7f19f04da2,success,normal
user141,dummy_pw,192.168.1.14,2025-01-01 16:07:46.000000,Chrome,Mozilla/5.0 (Chrome),c09e3e45b38f47fd,failed,normal
user65,dummy_pw,192.168.1.52,2025-01-01 16:09:03.000000,Safari,Mozilla/5.0 (Edge),f86e92f08c464976,success,normal
user145,dummy_pw,192.168.1.20,2025-01-01 16:16:49.000000,Firefox,Mozilla/5.0 (Edge),bdfbb485205f4f25,success,normal
user61,dummy_pw,192.168.1.74,2025-01-01 16:17:06.000000,Chrome,Mozilla/5.0 (Firefox),1cdabff7a0864f57,success,normal
user18,dummy_pw,192.168.1.154,2025-01-01 16:20:49.000000,Chrome,Mozilla/5.0 (Safari),1273a88dadae4f33,success,normal
user5,dummy_pw,192.168.1.105,2025-01-01 16:28:27.000000,Safari,Mozilla/5.0 (Chrome),97cc26d6f88847f2,success,normal
user91,dummy_pw,192.168.1.149,2025-01-01 16:32:38.000000,Firefox,Mozilla/5.0 (Firefox),7c64935aba7940f5,success,normal
user124,dummy_pw,192.168.1.77,2025-01-01 16:36:46.000000,Safari,Mozilla/5.0 (Chrome),97cdc45e6bab4803,success,normal
user111,dummy_pw,192.168.1.4,2025-01-01 16:42:52.000000,Chrome,Mozilla/5.0 (Edge),b9c7b77833f64d3e,success,normal
user134,dummy_pw,192.168.1.8,2025-01-01 16:45:10.000000,Safari,Mozilla/5.0 (Firefox),2ad0bd67fcf24f85,success,normal
user150,dummy_pw,192.168.1.41,2025-01-01 16:56:06.000000,Chrome,Mozilla/5.0 (Firefox),4ca229d0c6fd44eb,success,normal
user135,dummy_pw,192.168.1.192,2025-01-01 17:16:32.000000,Chrome,Mozilla/5.0 (Safari),96e9105737814195,success,normal
user132,dummy_pw,192.168.1.90,2025-01-01 17:17:16.000000,Safari,Mozilla/5.0 (Chrome),d39b1fe9c49b475c,success,normal
user81,dummy_pw,192.168.1.63,2025-01-01 17:34:56.000000,Edge,Mozilla/5.0 (Chrome),85a9c59241274291,success,normal
user132,dummy_pw,192.168.1.98,2025-01-01 17:41:27.000000,Chrome,Mozilla/5.0 (Safari),a7288186597c43e2,success,normal
user129,dummy_pw,192.168.1.224,2025-01-01 17:43:29.000000,Safari,Mozilla/5.0 (Edge),b46b9ea92bca4088,success,normal
user60,dummy_pw,192.168.1.186,2025-01-01 17:47:09.000000,Firefox,Mozilla/5.0 (Edge),99c7055c4db14e60,success,normal
user125,dummy_pw,192.168.1.9,2025-01-01 17:50:31.000000,Firefox,Mozilla/5.0 (Firefox),c455807d6b094944,success,normal
user36,dummy_pw,192.168.1.5,2025-01-01 17:50:38.000000,Chrome,Mozilla/5.0 (Firefox),07577f87c9db41ec,success,normal
user137,dummy_pw,192.168.1.72,2025-01-01 18:13:02.000000,Chrome,Mozilla/5.0 (Chrome),02a1d6f3128a4a2a,success,normal
user89,dummy_pw,192.168.1.226,2025-01-01 18:20:42.000000,Firefox,Mozilla/5.0 (Firefox),e86950a6dab64fb6,success,normal
user31,dummy_pw,192.168.1.251,2025-01-01 18:22:08.000000,Chrome,Mozilla/5.0 (Safari),d66706518c364edb,success,normal
user101,dummy_pw,192.168.1.154,2025-01-01 18:23:23.000000,Chrome,Mozilla/5.0 (Edge),8cd33a2b50ce4507,success,normal
user23,dummy_pw,192.168.1.159,2025-01-01 18:25:22.000000,Safari,Mozilla/5.0 (Safari),991e0954b6854bd2,success,normal
user142,dummy_pw,192.168.1.158,2025-01-01 18:26:58.000000,Chrome,Mozilla/5.0 (Chrome),80ea02c4ae9f4ab8,success,normal
user68,dummy_pw,192.168.1.43,2025-01-01 18:28:16.000000,Edge,Mozilla/5.0 (Chrome),79680e62f83f4d67,success,normal
